ball_x,ball_y,ball_direction_x,ball_direction_y,paddle_y
366,444,1,1,319
369,446,1,1,319
372,448,1,1,319
375,450,1,1,319
378,452,1,1,319
381,454,1,1,319
384,456,1,1,319
387,458,1,1,319
390,460,1,1,319
393,462,1,1,319
396,464,1,1,319
399,466,1,1,319
402,464,1,-1,319
405,462,1,-1,319
408,460,1,-1,319
411,458,1,-1,319
414,456,1,-1,319
417,454,1,-1,319
420,452,1,-1,319
423,450,1,-1,319
426,448,1,-1,319
429,446,1,-1,319
432,444,1,-1,319
435,442,1,-1,319
438,440,1,-1,319
441,438,1,-1,319
444,436,1,-1,319
447,434,1,-1,319
450,432,1,-1,319
453,430,1,-1,319
456,428,1,-1,319
459,426,1,-1,319
462,424,1,-1,319
465,422,1,-1,319
468,420,1,-1,319
471,418,1,-1,319
474,416,1,-1,319
477,414,1,-1,319
480,412,1,-1,319
483,410,1,-1,319
486,408,1,-1,319
489,406,1,-1,319
492,404,1,-1,319
495,402,1,-1,319
498,400,1,-1,319
501,398,1,-1,319
504,396,1,-1,319
507,394,1,-1,319
510,392,1,-1,319
513,390,1,-1,319
516,388,1,-1,319
519,386,1,-1,319
522,384,1,-1,319
525,382,1,-1,319
528,380,1,-1,319
531,378,1,-1,319
534,376,1,-1,319
537,374,1,-1,319
540,372,1,-1,319
543,370,1,-1,319
546,368,1,-1,319
549,366,1,-1,319
552,364,1,-1,319
555,362,1,-1,319
558,360,1,-1,319
561,358,1,-1,319
564,356,1,-1,319
567,354,1,-1,319
570,352,1,-1,319
573,350,1,-1,319
576,348,1,-1,319
579,346,1,-1,319
582,344,1,-1,319
585,342,1,-1,317
588,340,1,-1,315
591,338,1,-1,313
594,336,1,-1,311
597,334,1,-1,309
600,332,1,-1,307
603,330,1,-1,305
606,328,1,-1,303
609,326,1,-1,301
612,324,1,-1,299
615,322,1,-1,297
618,320,1,-1,295
621,318,1,-1,293
624,316,1,-1,291
627,314,1,-1,289
630,312,1,-1,287
627,310,-1,-1,285
624,308,-1,-1,283
621,306,-1,-1,281
618,304,-1,-1,279
615,302,-1,-1,277
612,300,-1,-1,275
609,298,-1,-1,273
606,296,-1,-1,271
603,294,-1,-1,269
600,292,-1,-1,267
597,290,-1,-1,265
594,288,-1,-1,263
591,286,-1,-1,261
588,284,-1,-1,259
585,282,-1,-1,257
582,280,-1,-1,255
579,278,-1,-1,253
576,276,-1,-1,251
573,274,-1,-1,249
570,272,-1,-1,247
567,270,-1,-1,245
564,268,-1,-1,243
561,266,-1,-1,241
558,264,-1,-1,239
555,262,-1,-1,237
552,260,-1,-1,235
549,258,-1,-1,233
546,256,-1,-1,231
543,254,-1,-1,229
540,252,-1,-1,227
537,250,-1,-1,225
534,248,-1,-1,223
531,246,-1,-1,221
528,244,-1,-1,219
525,242,-1,-1,217
522,240,-1,-1,215
519,238,-1,-1,213
516,236,-1,-1,211
513,234,-1,-1,209
510,232,-1,-1,207
507,230,-1,-1,205
504,228,-1,-1,203
501,226,-1,-1,201
498,224,-1,-1,199
495,222,-1,-1,197
492,220,-1,-1,195
489,218,-1,-1,193
486,216,-1,-1,191
483,214,-1,-1,189
480,212,-1,-1,187
477,210,-1,-1,185
474,208,-1,-1,183
471,206,-1,-1,181
468,204,-1,-1,179
465,202,-1,-1,177
462,200,-1,-1,175
459,198,-1,-1,173
456,196,-1,-1,171
453,194,-1,-1,169
450,192,-1,-1,167
447,190,-1,-1,165
444,188,-1,-1,163
441,186,-1,-1,161
438,184,-1,-1,161
435,182,-1,-1,161
432,180,-1,-1,161
429,178,-1,-1,161
426,176,-1,-1,161
423,174,-1,-1,161
420,172,-1,-1,161
417,170,-1,-1,161
414,168,-1,-1,161
411,166,-1,-1,161
408,164,-1,-1,161
405,162,-1,-1,161
402,160,-1,-1,161
399,158,-1,-1,161
396,156,-1,-1,161
393,154,-1,-1,161
390,152,-1,-1,161
387,150,-1,-1,161
384,148,-1,-1,161
381,146,-1,-1,161
378,144,-1,-1,161
375,142,-1,-1,161
372,140,-1,-1,161
369,138,-1,-1,161
366,136,-1,-1,161
363,134,-1,-1,161
360,132,-1,-1,161
357,130,-1,-1,161
354,128,-1,-1,161
351,126,-1,-1,161
348,124,-1,-1,161
345,122,-1,-1,161
342,120,-1,-1,161
339,118,-1,-1,161
336,116,-1,-1,161
333,114,-1,-1,161
330,112,-1,-1,161
327,110,-1,-1,161
324,108,-1,-1,161
321,106,-1,-1,161
318,104,-1,-1,161
315,102,-1,-1,161
312,100,-1,-1,161
309,98,-1,-1,161
306,96,-1,-1,161
303,94,-1,-1,161
300,92,-1,-1,161
297,90,-1,-1,161
294,88,-1,-1,161
291,86,-1,-1,161
288,84,-1,-1,161
285,82,-1,-1,161
282,80,-1,-1,161
279,78,-1,-1,161
276,76,-1,-1,161
273,74,-1,-1,161
270,72,-1,-1,161
267,70,-1,-1,161
264,68,-1,-1,161
261,66,-1,-1,161
258,64,-1,-1,161
255,62,-1,-1,161
252,60,-1,-1,161
249,58,-1,-1,161
246,56,-1,-1,161
243,54,-1,-1,161
240,52,-1,-1,161
237,50,-1,-1,161
234,48,-1,-1,161
231,46,-1,-1,161
228,44,-1,-1,161
225,42,-1,-1,161
222,40,-1,-1,161
219,38,-1,-1,161
216,36,-1,-1,161
213,34,-1,-1,161
210,32,-1,-1,161
207,30,-1,-1,161
204,28,-1,-1,161
201,26,-1,-1,161
198,24,-1,-1,161
195,22,-1,-1,161
192,20,-1,-1,161
189,18,-1,-1,161
186,16,-1,-1,161
183,14,-1,-1,161
180,16,-1,1,161
177,18,-1,1,161
174,20,-1,1,161
171,22,-1,1,161
168,24,-1,1,161
165,26,-1,1,161
162,28,-1,1,161
159,30,-1,1,161
156,32,-1,1,161
153,34,-1,1,161
150,36,-1,1,161
147,38,-1,1,161
144,40,-1,1,161
141,42,-1,1,161
138,44,-1,1,161
135,46,-1,1,161
132,48,-1,1,161
129,50,-1,1,161
126,52,-1,1,161
123,54,-1,1,161
120,56,-1,1,161
117,58,-1,1,161
114,60,-1,1,161
111,62,-1,1,161
108,64,-1,1,161
105,66,-1,1,161
102,68,-1,1,161
99,70,-1,1,161
96,72,-1,1,161
93,74,-1,1,161
90,76,-1,1,161
87,78,-1,1,161
84,80,-1,1,161
81,82,-1,1,161
78,84,-1,1,161
75,86,-1,1,161
72,88,-1,1,161
69,90,-1,1,161
66,92,-1,1,161
63,94,-1,1,161
60,96,-1,1,161
57,98,-1,1,161
54,100,-1,1,161
51,102,-1,1,161
48,104,-1,1,161
45,106,-1,1,161
42,108,-1,1,161
39,110,-1,1,161
36,112,-1,1,161
33,114,-1,1,161
30,116,-1,1,161
27,118,-1,1,161
24,120,-1,1,161
21,122,-1,1,161
18,124,-1,1,161
15,126,-1,1,161
18,128,1,1,161
21,130,1,1,161
24,132,1,1,161
27,134,1,1,161
30,136,1,1,161
33,138,1,1,161
36,140,1,1,161
39,142,1,1,161
42,144,1,1,161
45,146,1,1,161
48,148,1,1,161
51,150,1,1,161
54,152,1,1,161
57,154,1,1,161
60,156,1,1,161
63,158,1,1,161
66,160,1,1,161
69,162,1,1,161
72,164,1,1,161
75,166,1,1,161
78,168,1,1,161
81,170,1,1,161
84,172,1,1,161
87,174,1,1,161
90,176,1,1,161
93,178,1,1,161
96,180,1,1,161
99,182,1,1,161
102,184,1,1,161
105,186,1,1,161
108,188,1,1,161
111,190,1,1,161
114,192,1,1,161
117,194,1,1,161
120,196,1,1,163
123,198,1,1,165
126,200,1,1,167
129,202,1,1,169
132,204,1,1,171
135,206,1,1,173
138,208,1,1,175
141,210,1,1,177
144,212,1,1,179
147,214,1,1,181
150,216,1,1,183
153,218,1,1,185
156,220,1,1,187
159,222,1,1,189
162,224,1,1,191
165,226,1,1,193
168,228,1,1,195
171,230,1,1,197
174,232,1,1,199
177,234,1,1,201
180,236,1,1,203
183,238,1,1,205
186,240,1,1,207
189,242,1,1,209
192,244,1,1,211
195,246,1,1,213
198,248,1,1,215
201,250,1,1,217
204,252,1,1,219
207,254,1,1,221
210,256,1,1,223
213,258,1,1,225
216,260,1,1,227
219,262,1,1,229
222,264,1,1,231
225,266,1,1,233
228,268,1,1,235
231,270,1,1,237
234,272,1,1,239
237,274,1,1,241
240,276,1,1,243
243,278,1,1,245
246,280,1,1,247
249,282,1,1,249
252,284,1,1,251
255,286,1,1,253
258,288,1,1,255
261,290,1,1,257
264,292,1,1,259
267,294,1,1,261
270,296,1,1,263
273,298,1,1,265
276,300,1,1,267
279,302,1,1,269
282,304,1,1,271
285,306,1,1,273
288,308,1,1,275
291,310,1,1,277
294,312,1,1,279
297,314,1,1,281
300,316,1,1,283
303,318,1,1,285
306,320,1,1,287
309,322,1,1,289
312,324,1,1,291
315,326,1,1,293
318,328,1,1,295
321,330,1,1,297
324,332,1,1,299
327,334,1,1,301
330,336,1,1,303
333,338,1,1,305
336,340,1,1,307
339,342,1,1,309
342,344,1,1,311
345,346,1,1,313
348,348,1,1,315
351,350,1,1,317
354,352,1,1,319
357,354,1,1,321
360,356,1,1,323
363,358,1,1,325
366,360,1,1,327
369,362,1,1,329
372,364,1,1,331
375,366,1,1,333
378,368,1,1,335
381,370,1,1,337
384,372,1,1,339
387,374,1,1,341
390,376,1,1,343
393,378,1,1,345
396,380,1,1,347
399,382,1,1,349
402,384,1,1,351
405,386,1,1,353
408,388,1,1,355
411,390,1,1,357
414,392,1,1,359
417,394,1,1,361
420,396,1,1,363
423,398,1,1,365
426,400,1,1,367
429,402,1,1,369
432,404,1,1,371
435,406,1,1,373
438,408,1,1,375
441,410,1,1,377
444,412,1,1,379
447,414,1,1,381
450,416,1,1,383
453,418,1,1,385
456,420,1,1,385
459,422,1,1,385
462,424,1,1,385
465,426,1,1,385
468,428,1,1,385
471,430,1,1,385
474,432,1,1,385
477,434,1,1,385
480,436,1,1,385
483,438,1,1,385
486,440,1,1,385
489,442,1,1,385
492,444,1,1,385
495,446,1,1,385
498,448,1,1,385
501,450,1,1,385
504,452,1,1,385
507,454,1,1,385
510,456,1,1,385
513,458,1,1,385
516,460,1,1,385
519,462,1,1,385
522,464,1,1,385
525,466,1,1,385
528,464,1,-1,385
531,462,1,-1,385
534,460,1,-1,385
537,458,1,-1,385
540,456,1,-1,385
543,454,1,-1,385
546,452,1,-1,385
549,450,1,-1,385
552,448,1,-1,385
555,446,1,-1,385
558,444,1,-1,385
561,442,1,-1,385
564,440,1,-1,385
567,438,1,-1,385
570,436,1,-1,385
573,434,1,-1,385
576,432,1,-1,385
579,430,1,-1,385
582,428,1,-1,385
585,426,1,-1,385
588,424,1,-1,385
591,422,1,-1,385
594,420,1,-1,385
597,418,1,-1,385
600,416,1,-1,385
603,414,1,-1,385
606,412,1,-1,385
609,410,1,-1,385
612,408,1,-1,383
615,406,1,-1,381
618,404,1,-1,379
621,402,1,-1,377
624,400,1,-1,375
627,398,1,-1,373
630,396,1,-1,371
627,394,-1,-1,369
624,392,-1,-1,367
621,390,-1,-1,365
618,388,-1,-1,363
615,386,-1,-1,361
612,384,-1,-1,359
609,382,-1,-1,357
606,380,-1,-1,355
603,378,-1,-1,353
600,376,-1,-1,351
597,374,-1,-1,349
594,372,-1,-1,347
591,370,-1,-1,345
588,368,-1,-1,343
585,366,-1,-1,341
582,364,-1,-1,339
579,362,-1,-1,337
576,360,-1,-1,335
573,358,-1,-1,333
570,356,-1,-1,331
567,354,-1,-1,329
564,352,-1,-1,327
561,350,-1,-1,325
558,348,-1,-1,323
555,346,-1,-1,321
552,344,-1,-1,319
549,342,-1,-1,317
546,340,-1,-1,315
543,338,-1,-1,313
540,336,-1,-1,311
537,334,-1,-1,309
534,332,-1,-1,307
531,330,-1,-1,305
528,328,-1,-1,303
525,326,-1,-1,301
522,324,-1,-1,299
519,322,-1,-1,297
516,320,-1,-1,295
513,318,-1,-1,293
510,316,-1,-1,291
507,314,-1,-1,289
504,312,-1,-1,287
501,310,-1,-1,285
498,308,-1,-1,283
495,306,-1,-1,281
492,304,-1,-1,279
489,302,-1,-1,277
486,300,-1,-1,275
483,298,-1,-1,273
480,296,-1,-1,271
477,294,-1,-1,269
474,292,-1,-1,267
471,290,-1,-1,265
468,288,-1,-1,263
465,286,-1,-1,261
462,284,-1,-1,259
459,282,-1,-1,257
456,280,-1,-1,255
453,278,-1,-1,253
450,276,-1,-1,251
447,274,-1,-1,249
444,272,-1,-1,247
441,270,-1,-1,245
438,268,-1,-1,243
435,266,-1,-1,241
432,264,-1,-1,239
429,262,-1,-1,237
426,260,-1,-1,235
423,258,-1,-1,233
420,256,-1,-1,231
417,254,-1,-1,229
414,252,-1,-1,227
411,250,-1,-1,225
408,248,-1,-1,223
405,246,-1,-1,221
402,244,-1,-1,219
399,242,-1,-1,217
396,240,-1,-1,215
393,238,-1,-1,213
390,236,-1,-1,213
387,234,-1,-1,213
384,232,-1,-1,213
381,230,-1,-1,213
378,228,-1,-1,213
375,226,-1,-1,213
372,224,-1,-1,213
369,222,-1,-1,213
366,220,-1,-1,213
363,218,-1,-1,213
360,216,-1,-1,213
357,214,-1,-1,213
354,212,-1,-1,213
351,210,-1,-1,213
348,208,-1,-1,213
345,206,-1,-1,213
342,204,-1,-1,213
339,202,-1,-1,213
336,200,-1,-1,213
333,198,-1,-1,213
330,196,-1,-1,213
327,194,-1,-1,213
324,192,-1,-1,213
321,190,-1,-1,213
318,188,-1,-1,213
315,186,-1,-1,213
312,184,-1,-1,213
309,182,-1,-1,213
306,180,-1,-1,213
303,178,-1,-1,213
300,176,-1,-1,213
297,174,-1,-1,213
294,172,-1,-1,213
291,170,-1,-1,213
288,168,-1,-1,213
285,166,-1,-1,213
282,164,-1,-1,213
279,162,-1,-1,213
276,160,-1,-1,213
273,158,-1,-1,213
270,156,-1,-1,213
267,154,-1,-1,213
264,152,-1,-1,213
261,150,-1,-1,213
258,148,-1,-1,213
255,146,-1,-1,213
252,144,-1,-1,213
249,142,-1,-1,213
246,140,-1,-1,213
243,138,-1,-1,213
240,136,-1,-1,213
237,134,-1,-1,213
234,132,-1,-1,213
231,130,-1,-1,213
228,128,-1,-1,213
225,126,-1,-1,213
222,124,-1,-1,213
219,122,-1,-1,213
216,120,-1,-1,213
213,118,-1,-1,213
210,116,-1,-1,213
207,114,-1,-1,213
204,112,-1,-1,213
201,110,-1,-1,213
198,108,-1,-1,213
195,106,-1,-1,213
192,104,-1,-1,213
189,102,-1,-1,213
186,100,-1,-1,213
183,98,-1,-1,213
180,96,-1,-1,213
177,94,-1,-1,213
174,92,-1,-1,213
171,90,-1,-1,213
168,88,-1,-1,213
165,86,-1,-1,213
162,84,-1,-1,213
159,82,-1,-1,213
156,80,-1,-1,213
153,78,-1,-1,213
150,76,-1,-1,213
147,74,-1,-1,213
144,72,-1,-1,213
141,70,-1,-1,213
138,68,-1,-1,213
135,66,-1,-1,213
132,64,-1,-1,213
129,62,-1,-1,213
126,60,-1,-1,213
123,58,-1,-1,213
120,56,-1,-1,213
117,54,-1,-1,213
114,52,-1,-1,213
111,50,-1,-1,213
108,48,-1,-1,213
105,46,-1,-1,213
102,44,-1,-1,213
99,42,-1,-1,213
96,40,-1,-1,213
93,38,-1,-1,213
90,36,-1,-1,213
87,34,-1,-1,213
84,32,-1,-1,213
81,30,-1,-1,213
78,28,-1,-1,213
75,26,-1,-1,213
72,24,-1,-1,213
69,22,-1,-1,213
66,20,-1,-1,213
63,18,-1,-1,213
60,16,-1,-1,213
57,14,-1,-1,213
54,16,-1,1,213
51,18,-1,1,213
48,20,-1,1,213
45,22,-1,1,213
42,24,-1,1,213
39,26,-1,1,213
36,28,-1,1,213
33,30,-1,1,213
30,32,-1,1,213
27,34,-1,1,213
24,36,-1,1,213
21,38,-1,1,213
18,40,-1,1,213
15,42,-1,1,213
18,44,1,1,213
21,46,1,1,213
24,48,1,1,213
27,50,1,1,213
30,52,1,1,213
33,54,1,1,213
36,56,1,1,213
39,58,1,1,213
42,60,1,1,213
45,62,1,1,213
48,64,1,1,213
51,66,1,1,213
54,68,1,1,213
57,70,1,1,213
60,72,1,1,213
63,74,1,1,213
66,76,1,1,213
69,78,1,1,213
72,80,1,1,213
75,82,1,1,213
78,84,1,1,213
81,86,1,1,213
84,88,1,1,213
87,90,1,1,213
90,92,1,1,213
93,94,1,1,213
96,96,1,1,213
99,98,1,1,213
102,100,1,1,213
105,102,1,1,213
108,104,1,1,213
111,106,1,1,213
114,108,1,1,213
117,110,1,1,213
120,112,1,1,213
123,114,1,1,213
126,116,1,1,215
129,118,1,1,217
132,120,1,1,219
135,122,1,1,221
138,124,1,1,223
141,126,1,1,225
144,128,1,1,227
147,130,1,1,229
150,132,1,1,231
153,134,1,1,233
156,136,1,1,235
159,138,1,1,237
162,140,1,1,239
165,142,1,1,241
168,144,1,1,243
171,146,1,1,245
174,148,1,1,247
177,150,1,1,249
180,152,1,1,251
183,154,1,1,253
186,156,1,1,255
189,158,1,1,255
192,160,1,1,255
195,162,1,1,255
198,164,1,1,255
201,166,1,1,255
204,168,1,1,255
207,170,1,1,255
210,172,1,1,255
213,174,1,1,255
216,176,1,1,255
219,178,1,1,255
222,180,1,1,255
225,182,1,1,255
228,184,1,1,255
231,186,1,1,255
234,188,1,1,255
237,190,1,1,255
240,192,1,1,255
243,194,1,1,255
246,196,1,1,255
249,198,1,1,255
252,200,1,1,255
255,202,1,1,255
258,204,1,1,255
261,206,1,1,255
264,208,1,1,255
267,210,1,1,255
270,212,1,1,255
273,214,1,1,257
276,216,1,1,259
279,218,1,1,261
282,220,1,1,263
285,222,1,1,265
288,224,1,1,267
291,226,1,1,269
294,228,1,1,271
297,230,1,1,273
300,232,1,1,275
303,234,1,1,277
306,236,1,1,279
309,238,1,1,281
312,240,1,1,283
315,242,1,1,285
318,244,1,1,287
321,246,1,1,287
324,248,1,1,287
327,250,1,1,287
330,252,1,1,287
333,254,1,1,287
336,256,1,1,287
339,258,1,1,287
342,260,1,1,287
345,262,1,1,287
348,264,1,1,287
351,266,1,1,287
354,268,1,1,287
357,270,1,1,287
360,272,1,1,287
363,274,1,1,287
366,276,1,1,287
369,278,1,1,287
372,280,1,1,287
375,282,1,1,287
378,284,1,1,287
381,286,1,1,287
384,288,1,1,287
387,290,1,1,289
390,292,1,1,291
393,294,1,1,293
396,296,1,1,295
399,298,1,1,297
402,300,1,1,299
405,302,1,1,301
408,304,1,1,303
411,306,1,1,305
414,308,1,1,307
417,310,1,1,309
420,312,1,1,311
423,314,1,1,313
426,316,1,1,315
429,318,1,1,317
432,320,1,1,319
435,322,1,1,321
438,324,1,1,323
441,326,1,1,325
444,328,1,1,327
447,330,1,1,329
450,332,1,1,331
453,334,1,1,333
456,336,1,1,335
459,338,1,1,337
462,340,1,1,339
465,342,1,1,341
468,344,1,1,343
471,346,1,1,345
474,348,1,1,347
477,350,1,1,349
480,352,1,1,351
483,354,1,1,353
486,356,1,1,355
489,358,1,1,357
492,360,1,1,359
495,362,1,1,361
498,364,1,1,361
501,366,1,1,361
504,368,1,1,361
507,370,1,1,361
510,372,1,1,361
513,374,1,1,361
516,376,1,1,361
519,378,1,1,361
522,380,1,1,363
525,382,1,1,365
528,384,1,1,367
531,386,1,1,369
534,388,1,1,371
537,390,1,1,373
540,392,1,1,375
543,394,1,1,377
546,396,1,1,379
549,398,1,1,381
552,400,1,1,383
555,402,1,1,385
558,404,1,1,387
561,406,1,1,389
564,408,1,1,391
567,410,1,1,393
570,412,1,1,395
573,414,1,1,397
576,416,1,1,399
579,418,1,1,401
582,420,1,1,403
585,422,1,1,405
588,424,1,1,407
591,426,1,1,409
594,428,1,1,411
597,430,1,1,413
600,432,1,1,415
603,434,1,1,417
606,436,1,1,419
609,438,1,1,421
612,440,1,1,421
615,442,1,1,421
618,444,1,1,421
621,446,1,1,421
624,448,1,1,421
627,450,1,1,421
630,452,1,1,421
627,454,-1,1,421
624,456,-1,1,421
621,458,-1,1,421
618,460,-1,1,421
615,462,-1,1,421
612,464,-1,1,421
609,466,-1,1,421
606,464,-1,-1,421
603,462,-1,-1,421
600,460,-1,-1,421
597,458,-1,-1,421
594,456,-1,-1,419
591,454,-1,-1,417
588,452,-1,-1,415
585,450,-1,-1,413
582,448,-1,-1,411
579,446,-1,-1,409
576,444,-1,-1,407
573,442,-1,-1,405
570,440,-1,-1,403
567,438,-1,-1,401
564,436,-1,-1,399
561,434,-1,-1,397
558,432,-1,-1,395
555,430,-1,-1,393
552,428,-1,-1,391
549,426,-1,-1,389
546,424,-1,-1,387
543,422,-1,-1,385
540,420,-1,-1,383
537,418,-1,-1,381
534,416,-1,-1,379
531,414,-1,-1,377
528,412,-1,-1,375
525,410,-1,-1,373
522,408,-1,-1,371
519,406,-1,-1,369
516,404,-1,-1,367
513,402,-1,-1,365
510,400,-1,-1,363
507,398,-1,-1,361
504,396,-1,-1,359
501,394,-1,-1,357
498,392,-1,-1,355
495,390,-1,-1,353
492,388,-1,-1,351
489,386,-1,-1,349
486,384,-1,-1,347
483,382,-1,-1,345
480,380,-1,-1,343
477,378,-1,-1,341
474,376,-1,-1,339
471,374,-1,-1,337
468,372,-1,-1,335
465,370,-1,-1,333
462,368,-1,-1,331
459,366,-1,-1,329
456,364,-1,-1,327
453,362,-1,-1,327
450,360,-1,-1,327
447,358,-1,-1,327
444,356,-1,-1,327
441,354,-1,-1,327
438,352,-1,-1,327
435,350,-1,-1,327
432,348,-1,-1,327
429,346,-1,-1,327
426,344,-1,-1,327
423,342,-1,-1,327
420,340,-1,-1,327
417,338,-1,-1,327
414,336,-1,-1,327
411,334,-1,-1,327
408,332,-1,-1,327
405,330,-1,-1,327
402,328,-1,-1,327
399,326,-1,-1,327
396,324,-1,-1,327
393,322,-1,-1,327
390,320,-1,-1,327
387,318,-1,-1,327
384,316,-1,-1,327
381,314,-1,-1,327
378,312,-1,-1,327
375,310,-1,-1,327
372,308,-1,-1,327
369,306,-1,-1,327
366,304,-1,-1,327
363,302,-1,-1,327
360,300,-1,-1,327
357,298,-1,-1,327
354,296,-1,-1,327
351,294,-1,-1,327
348,292,-1,-1,327
345,290,-1,-1,327
342,288,-1,-1,327
339,286,-1,-1,327
336,284,-1,-1,327
333,282,-1,-1,327
330,280,-1,-1,327
327,278,-1,-1,327
324,276,-1,-1,327
321,274,-1,-1,327
318,272,-1,-1,327
315,270,-1,-1,327
312,268,-1,-1,327
309,266,-1,-1,327
306,264,-1,-1,327
303,262,-1,-1,327
300,260,-1,-1,327
297,258,-1,-1,327
294,256,-1,-1,327
291,254,-1,-1,327
288,252,-1,-1,327
285,250,-1,-1,327
282,248,-1,-1,327
279,246,-1,-1,327
276,244,-1,-1,327
273,242,-1,-1,327
270,240,-1,-1,327
267,238,-1,-1,327
264,236,-1,-1,327
261,234,-1,-1,327
258,232,-1,-1,327
255,230,-1,-1,327
252,228,-1,-1,327
249,226,-1,-1,327
246,224,-1,-1,327
243,222,-1,-1,327
240,220,-1,-1,327
237,218,-1,-1,327
234,216,-1,-1,327
231,214,-1,-1,327
228,212,-1,-1,327
225,210,-1,-1,327
222,208,-1,-1,327
219,206,-1,-1,327
216,204,-1,-1,327
213,202,-1,-1,327
210,200,-1,-1,327
207,198,-1,-1,327
204,196,-1,-1,327
201,194,-1,-1,327
198,192,-1,-1,327
195,190,-1,-1,325
192,188,-1,-1,323
189,186,-1,-1,321
186,184,-1,-1,319
183,182,-1,-1,317
180,180,-1,-1,315
177,178,-1,-1,313
174,176,-1,-1,311
171,174,-1,-1,309
168,172,-1,-1,307
165,170,-1,-1,305
162,168,-1,-1,303
159,166,-1,-1,301
156,164,-1,-1,299
153,162,-1,-1,297
150,160,-1,-1,295
147,158,-1,-1,293
144,156,-1,-1,291
141,154,-1,-1,289
138,152,-1,-1,287
135,150,-1,-1,285
132,148,-1,-1,283
129,146,-1,-1,281
126,144,-1,-1,279
123,142,-1,-1,277
120,140,-1,-1,275
117,138,-1,-1,273
114,136,-1,-1,271
111,134,-1,-1,269
108,132,-1,-1,267
105,130,-1,-1,265
102,128,-1,-1,263
99,126,-1,-1,261
96,124,-1,-1,259
93,122,-1,-1,257
90,120,-1,-1,255
87,118,-1,-1,253
84,116,-1,-1,251
81,114,-1,-1,249
78,112,-1,-1,247
75,110,-1,-1,245
72,108,-1,-1,243
69,106,-1,-1,241
66,104,-1,-1,239
63,102,-1,-1,237
60,100,-1,-1,235
57,98,-1,-1,233
54,96,-1,-1,231
51,94,-1,-1,229
48,92,-1,-1,227
45,90,-1,-1,225
42,88,-1,-1,223
39,86,-1,-1,221
36,84,-1,-1,219
33,82,-1,-1,217
30,80,-1,-1,215
27,78,-1,-1,213
24,76,-1,-1,211
21,74,-1,-1,209
18,72,-1,-1,207
15,70,-1,-1,205
18,68,1,-1,203
21,66,1,-1,201
24,64,1,-1,199
27,62,1,-1,197
30,60,1,-1,195
33,58,1,-1,193
36,56,1,-1,191
39,54,1,-1,189
42,52,1,-1,187
45,50,1,-1,185
48,48,1,-1,183
51,46,1,-1,181
54,44,1,-1,179
57,42,1,-1,177
60,40,1,-1,175
63,38,1,-1,175
66,36,1,-1,175
69,34,1,-1,175
72,32,1,-1,175
75,30,1,-1,175
78,28,1,-1,175
81,26,1,-1,175
84,24,1,-1,175
87,22,1,-1,175
90,20,1,-1,175
93,18,1,-1,175
96,16,1,-1,175
99,14,1,-1,175
102,16,1,1,175
105,18,1,1,175
108,20,1,1,175
111,22,1,1,175
114,24,1,1,175
117,26,1,1,175
120,28,1,1,175
123,30,1,1,175
126,32,1,1,175
129,34,1,1,175
132,36,1,1,175
135,38,1,1,175
138,40,1,1,175
141,42,1,1,175
144,44,1,1,175
147,46,1,1,175
150,48,1,1,175
153,50,1,1,175
156,52,1,1,175
159,54,1,1,175
162,56,1,1,175
165,58,1,1,175
168,60,1,1,175
171,62,1,1,175
174,64,1,1,175
177,66,1,1,175
180,68,1,1,175
183,70,1,1,175
186,72,1,1,175
189,74,1,1,175
192,76,1,1,175
195,78,1,1,175
198,80,1,1,175
201,82,1,1,175
204,84,1,1,175
207,86,1,1,175
210,88,1,1,175
213,90,1,1,175
216,92,1,1,175
219,94,1,1,175
222,96,1,1,175
225,98,1,1,177
228,100,1,1,179
231,102,1,1,181
234,104,1,1,183
237,106,1,1,185
240,108,1,1,187
243,110,1,1,189
246,112,1,1,191
249,114,1,1,193
252,116,1,1,195
255,118,1,1,197
258,120,1,1,199
261,122,1,1,201
264,124,1,1,203
267,126,1,1,205
270,128,1,1,207
273,130,1,1,209
276,132,1,1,211
279,134,1,1,213
282,136,1,1,215
285,138,1,1,217
288,140,1,1,219
291,142,1,1,221
294,144,1,1,223
297,146,1,1,225
300,148,1,1,227
303,150,1,1,229
306,152,1,1,231
309,154,1,1,233
312,156,1,1,235
315,158,1,1,237
318,160,1,1,239
321,162,1,1,241
324,164,1,1,243
327,166,1,1,245
330,168,1,1,247
333,170,1,1,247
336,172,1,1,247
339,174,1,1,247
342,176,1,1,247
345,178,1,1,247
348,180,1,1,247
351,182,1,1,247
354,184,1,1,247
357,186,1,1,247
360,188,1,1,247
363,190,1,1,247
366,192,1,1,247
369,194,1,1,247
372,196,1,1,247
375,198,1,1,247
378,200,1,1,247
381,202,1,1,247
384,204,1,1,247
387,206,1,1,247
390,208,1,1,247
393,210,1,1,247
396,212,1,1,247
399,214,1,1,247
402,216,1,1,247
405,218,1,1,247
408,220,1,1,247
411,222,1,1,247
414,224,1,1,247
417,226,1,1,247
420,228,1,1,247
423,230,1,1,247
426,232,1,1,249
429,234,1,1,251
432,236,1,1,253
435,238,1,1,255
438,240,1,1,257
441,242,1,1,259
444,244,1,1,261
447,246,1,1,263
450,248,1,1,265
453,250,1,1,267
456,252,1,1,269
459,254,1,1,271
462,256,1,1,273
465,258,1,1,275
468,260,1,1,277
471,262,1,1,279
474,264,1,1,281
